確度,営業担当,技術担当,営業/技術,旧部門,部門,案件名,内外,BIZ,ソリューション識別,サービスライン名,"汎用識別
AOコード",汎用識別名,請求先,ヒト・モノ,売上1月,外注費1月,仕入1月,原価経費1月,社内人件費1月,売上総利益1月,率1月,売上2月,外注費2月,仕入2月,原価経費2月,社内人件費2月,売上総利益2月,率2月,売上3月,外注費3月,仕入3月,原価経費3月,社内人件費3月,売上総利益3月,率3月,売上4月,外注費4月,仕入4月,原価経費4月,社内人件費4月,売上総利益4月,率4月,売上5月,外注費5月,仕入5月,原価経費5月,社内人件費5月,売上総利益5月,率5月,売上6月,外注費6月,仕入6月,原価経費6月,社内人件費6月,売上総利益6月,率6月,売上7月,外注費7月,仕入7月,原価経費7月,社内人件費7月,売上総利益7月,率7月,売上8月,外注費8月,仕入8月,原価経費8月,社内人件費8月,売上総利益8月,率8月,売上9月,外注費9月,仕入9月,原価経費9月,社内人件費9月,売上総利益9月,率9月,売上10月,外注費10月,仕入10月,原価経費10月,社内人件費10月,売上総利益10月,率10月,売上11月,外注費11月,仕入11月,原価経費11月,社内人件費11月,売上総利益11月,率11月,売上12月,外注費12月,仕入12月,原価経費12月,社内人件費12月,売上総利益12月,率12月
A0,臼井,臼井,技術,PS,ES,パナソニックAP社様向け_RFBD_TCNXサポート業務（中島）1～3月,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,480000,478168,0,0,0,1832,0.004,480000,416965,0,0,0,63035,0.131,480000,469302,0,0,0,10698,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,豆塚,豆塚,技術,PS,ES,三菱パワー高砂様向けTeamcenterアドオン開発支援（4月以降）,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680000,2180000,0,0,0,500000,0.187,2680000,2180000,0,0,0,500000,0.187,2114000,1760000,0,0,0,354000,0.167,2650000,2170000,0,0,0,480000,0.181,2650000,2170000,0,0,0,480000,0.181,2650000,2170000,0,0,0,480000,0.181,2650000,2170000,0,0,0,480000,0.181,2650000,2170000,0,0,0,480000,0.181,2650000,2170000,0,0,0,480000,0.181
A0,豆塚,豆塚,技術,PS,ES,パナソニックLS社様向けTeamcenterアドオン開発支援（4月以降）,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510000,1230000,0,0,0,280000,0.185,1317500,1090000,0,0,0,227500,0.173,0,0,0,0,0,0,0,1470000,1200000,0,0,0,270000,0.184,1470000,1200000,0,0,0,270000,0.184,1470000,1200000,0,0,0,270000,0.184,1470000,1200000,0,0,0,270000,0.184,1470000,1200000,0,0,0,270000,0.184,1470000,1200000,0,0,0,270000,0.184
A0,臼井,臼井,技術,PS,ES,パナソニックAP社様向け_CAD_CAE_PLMサポート業務（清水）（4月以降）,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780000,630000,0,0,0,150000,0.192,780000,630000,0,0,0,150000,0.192,780000,630000,0,0,0,150000,0.192,780000,630000,0,0,0,150000,0.192,780000,630000,0,0,0,150000,0.192,780000,630000,0,0,0,150000,0.192,780000,630000,0,0,0,150000,0.192,780000,630000,0,0,0,150000,0.192,780000,630000,0,0,0,150000,0.192
A0,臼井,臼井,技術,PS,ES,パナソニックAP社様向け_RFBD_TCNXサポート業務（中島）（4月以降）,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480000,412772,0,0,0,67228,0.14,480000,397501,0,0,0,82499,0.172,480000,408000,0,0,0,72000,0.15,480000,478168,0,0,0,1832,0.004,480000,478168,0,0,0,1832,0.004,480000,478168,0,0,0,1832,0.004,480000,478168,0,0,0,1832,0.004,480000,478168,0,0,0,1832,0.004,480000,478168,0,0,0,1832,0.004
A0,豆塚,豆塚,技術,PS,ES,IHI社様向け_結合テスト支援業務_2021年4-6月 ★集約リスト参照,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,,,,,,,,,,,,,,,0,0,0,0,0,0,0,750000,635000,0,0,0,115000,0.153,750000,600000,0,0,0,150000,0.2,750000,600000,0,0,0,150000,0.2,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,臼井,臼井,技術,PS,ES,ダイキン 様向け TCNX支援（林）（4月以降）,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000,0,0,0,833821,-33821,-0.042,800000,0,0,0,912385,-112385,-0.14,800000,0,0,0,741000,59000,0.074,800000,0,0,0,741000,59000,0.074,800000,0,0,0,741000,59000,0.074,800000,0,0,0,741000,59000,0.074,800000,0,0,0,741000,59000,0.074,800000,0,0,0,741000,59000,0.074,800000,0,0,0,741000,59000,0.074
A0,臼井,臼井,技術,PS,ES,ダイキン 様向け TCNX支援（林）,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,800000,0,0,0,845825,-45825,-0.057,800000,0,0,0,882969,-82969,-0.104,800000,0,0,0,719678,80322,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,臼井,臼井,技術,PS,ES,パナソニック技術本部 様向け 冷蔵庫の流体解析モデル構築支援(1月),内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,540000,240000,0,0,283456,16544,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,臼井,臼井,技術,PS,ES,パナソニックAP社 様向け 次期PLM課題調査支援1～3月,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,450000,352751,0,0,0,97249,0.216,450000,425612,0,0,0,24388,0.054,450000,350144,0,0,0,99856,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,,営業,PS,ES,FPTテクノジャパン様向け「ダイキン様向け3Dデータ作成業務」の支援,外,製造,製造／ヒト／継続,4c ｿﾌﾄ商品ｱﾄﾞｵﾝ開発･導入技術支援,310,CAD/CAM/TC,FPT,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000,1113438,0,0,378750,307812,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,原田,,営業,TC,ES,明石機械工業様向けワークステーション用Oracleライセンス保守,内,製造,製造／CAD／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,ISID,モノ,7054,0,5791,0,0,1263,0.179,7054,0,5791,0,0,1263,0.179,7054,0,5791,0,0,1263,0.179,7054,0,5791,0,0,1263,0.179,7054,0,5791,0,0,1263,0.179,7054,0,5791,0,0,1263,0.179,7054,0,5791,0,0,1263,0.179,7054,0,5791,0,0,1263,0.179,5410,0,4441,0,0,969,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,二宮,営業,TC,SOL,和多田印刷_SS-NX保守 ★集約リスト参照,外,BS,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,和多田印刷,モノ,32783,0,28158,0,0,4625,0.141,32783,0,28158,0,0,4625,0.141,32783,0,28158,0,0,4625,0.141,32779,0,28154,0,0,4625,0.141,21116,0,18141,0,0,2975,0.141,21116,0,18141,0,0,2975,0.141,21116,0,18141,0,0,2975,0.141,21116,0,18141,0,0,2975,0.141,21116,0,18141,0,0,2975,0.141,21116,0,18141,0,0,2975,0.141,21116,0,18141,0,0,2975,0.141,21116,0,18141,0,0,2975,0.141
A0,八木,二宮,営業,TC,SOL,和多田印刷様向け SBサーバハードウェア保守,外,BS,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,和多田印刷,モノ,5500,0,4950,0,0,550,0.1,5500,0,4950,0,0,550,0.1,5500,0,4950,0,0,550,0.1,5500,0,4950,0,0,550,0.1,5500,0,4950,0,0,550,0.1,5500,0,4950,0,0,550,0.1,5500,0,4950,0,0,550,0.1,5500,0,4950,0,0,550,0.1,5500,0,4950,0,0,550,0.1,5500,0,4950,0,0,550,0.1,5500,0,4950,0,0,550,0.1,5500,0,4950,0,0,550,0.1
A0,八木,二宮,営業,TC,SOL,十六銀行_POSITIVEサーバー保守　★集約リスト参照,内,BS,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,ISID,モノ,11066,0,10139,0,0,927,0.084,11066,0,10139,0,0,927,0.084,11066,0,10139,0,0,927,0.084,11066,0,10139,0,0,927,0.084,11066,0,10139,0,0,927,0.084,11066,0,10139,0,0,927,0.084,11066,0,10139,0,0,927,0.084,11066,0,10139,0,0,927,0.084,11066,0,10139,0,0,927,0.084,11066,0,10139,0,0,927,0.084,11066,0,10139,0,0,927,0.084,11066,0,10139,0,0,927,0.084
A0,原田,二宮,営業,TC,SOL,カネボウ労働組合サーバー・ネットワーク環境及びクライアントＩＴサポート保守,外,CIT,インフラ／モノ／継続,5a 個別運用保守ｻｰﾋﾞｽ,201,インフラサービス,カネボウ労働組合,モノ,135833,0,0,59200,39865,36768,0.271,135833,0,,59200,0,76633,0.564,135833,0,0,59200,0,76633,0.564,135833,0,0,59200,19468,57165,0.421,135833,0,0,59200,0,76633,0.564,135833,0,0,0,79299,56534,0.416,135833,0,0,0,79299,56534,0.416,135833,0,0,0,79299,56534,0.416,135833,0,0,0,79299,56534,0.416,135833,0,0,0,79299,56534,0.416,135833,0,0,0,79299,56534,0.416,135837,0,0,0,79299,56538,0.416
A0,原田,二宮,営業,TC,SOL,カネボウ労働組合様 マカフィーETP 1Y 2021/9/4迄,外,CIT,インフラ／モノ／継続,6a 情報機器･その他ｿﾌﾄ販売,999,指定なし,カネボウ労働組合,モノ,6417,0,4336,0,0,2081,0.324,6417,0,4336,0,0,2081,0.324,6417,0,4336,0,0,2081,0.324,6417,0,4336,0,0,2081,0.324,6417,0,4336,0,0,2081,0.324,6417,0,4336,0,0,2081,0.324,6417,0,4336,0,0,2081,0.324,6417,0,4336,0,0,2081,0.324,852,0,572,0,0,280,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
A0,原田,二宮,営業,TC,SOL,カネボウ労働組合_ファイルサーバー保守　★集約リスト参照,外,CIT,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,日通商事,モノ,2733,0,2458,0,0,275,0.101,2733,0,2458,0,0,275,0.101,2733,0,2458,0,0,275,0.101,2733,0,2458,0,0,275,0.101,2733,0,2458,0,0,275,0.101,2733,0,2458,0,0,275,0.101,2733,0,2458,0,0,275,0.101,2733,0,2458,0,0,275,0.101,2733,0,2458,0,0,275,0.101,2733,0,2458,0,0,275,0.101,2733,0,2458,0,0,275,0.101,2733,0,2458,0,0,275,0.101
A0,原田,二宮,営業,TC,SOL,カネボウ労働組合_Verona サービス費用（1年）,外,CIT,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,カネボウ労働組合,モノ,21000,0,17063,0,0,3937,0.187,21000,0,17063,0,0,3937,0.187,21000,0,17063,0,0,3937,0.187,21000,0,17063,0,0,3937,0.187,21000,0,17063,0,0,3937,0.187,21000,0,17063,0,,3937,0.187,21000,0,17063,0,0,3937,0.187,21000,0,17063,0,0,3937,0.187,21000,0,17063,0,0,3937,0.187,21000,0,17063,0,0,3937,0.187,21000,0,17063,0,0,3937,0.187,21000,0,17063,0,0,3937,0.187
A0,原田,二宮,営業,TC,SOL,カネボウ労働組合様向け McAfee Endpoint Protection×15（1年）,外,CIT,インフラ／モノ／継続,6a 情報機器･その他ｿﾌﾄ販売,999,指定なし,カネボウ労働組合,モノ,4750,0,3975,0,0,775,0.163,4750,0,3975,0,0,775,0.163,4750,0,3975,0,0,775,0.163,4750,0,3975,0,0,775,0.163,4750,0,3975,0,0,775,0.163,4750,0,3975,0,,775,0.163,4750,0,3975,0,0,775,0.163,4750,0,3975,0,0,775,0.163,4750,0,3975,0,0,775,0.163,4750,0,3975,0,0,775,0.163,4750,0,3975,0,0,775,0.163,3065,0,2565,0,0,500,0.163
A0,八木,,営業,TC,ES,ダイキン工業様向けCitrixライセンス,内,製造,製造／CAD／モノ／継続,6a 情報機器･その他ｿﾌﾄ販売,204,VDI,ISID,モノ,46125,0,41500,0,0,4625,0.1,46125,0,41500,0,0,4625,0.1,46125,0,41500,0,0,4625,0.1,46125,0,41500,0,0,4625,0.1,46125,0,41500,0,0,4625,0.1,46125,0,41500,0,,4625,0.1,46125,0,41500,0,0,4625,0.1,46125,0,41500,0,0,4625,0.1,46125,0,41500,0,0,4625,0.1,46125,0,41500,0,0,4625,0.1,46125,0,41500,0,0,4625,0.1,20831,0,18742,0,0,2089,0.1
A0,根来,,営業,TC,ES,ダイフク様向けTeamcenter用サーバ ハード保守(HP）,内,製造,製造／CAD／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,801,ﾊｰﾄﾞｳｪｱ販売･保守,ISID,モノ,5983,0,5083,0,0,900,0.15,5983,0,5083,0,0,900,0.15,5983,0,5083,0,0,900,0.15,5983,0,5083,0,0,900,0.15,5983,0,5083,0,0,900,0.15,0,0,0,0,0,0,0,5983,0,5083,0,0,900,0.15,5983,0,5083,0,0,900,0.15,5983,0,5083,0,0,900,0.15,5983,0,5083,0,0,900,0.15,5983,0,5083,0,0,900,0.15,5983,0,5083,0,0,900,0.15
A0,根来,,営業,TC,ES,ダイフク様向けTeamcenter用サーバ ハード保守(NAS),内,製造,製造／CAD／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,801,ﾊｰﾄﾞｳｪｱ販売･保守,ISID,モノ,5000,0,4750,0,0,250,0.05,4821,0,4580,0,0,241,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,,営業,TC,ES,鶴見製作所様向け CAD on VDI 1号機用VDAライセンス更新 2023/10/31迄(3年),外,製造,製造／CAD／モノ／継続,6a 情報機器･その他ｿﾌﾄ販売,204,VDI,鶴見製作所,モノ,31972,0,27160,0,0,4812,0.151,31972,0,27160,0,0,4812,0.151,31972,0,27160,0,0,4812,0.151,31972,0,27160,0,0,4812,0.151,31972,0,27160,0,0,4812,0.151,31972,0,27160,0,,4812,0.151,31972,0,27160,0,0,4812,0.151,31972,0,27160,0,0,4812,0.151,31972,0,27160,0,0,4812,0.151,31972,0,27160,0,0,4812,0.151,31972,0,27160,0,0,4812,0.151,31972,0,27160,0,0,4812,0.151
A0,八木,,営業,TC,ES,鶴見製作所様向け CAD on VDI 6号機用保守　★集約リスト参照,外,製造,製造／CAD／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,204,VDI,鶴見製作所,モノ,57255,0,45983,0,0,11272,0.197,57255,0,45983,0,0,11272,0.197,57255,0,45983,0,0,11272,0.197,57255,0,45983,0,0,11272,0.197,57255,0,45983,0,0,11272,0.197,57255,0,45983,0,,11272,0.197,57255,0,45983,0,0,11272,0.197,57255,0,45983,0,0,11272,0.197,57255,0,45983,0,0,11272,0.197,57255,0,45983,0,0,11272,0.197,57255,0,45983,0,0,11272,0.197,57255,0,45983,0,0,11272,0.197
A0,八木,,営業,TC,ES,鶴見製作所様向け CAD on VDI 保守（2017年導入分）★集約リスト参照,外,製造,製造／CAD／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,801,ﾊｰﾄﾞｳｪｱ販売･保守,鶴見製作所,モノ,19861,0,17524,0,0,2337,0.118,19861,0,17524,0,0,2337,0.118,19861,0,17524,0,0,2337,0.118,19861,0,17524,0,0,2337,0.118,19861,0,17524,0,0,2337,0.118,19861,0,17524,0,,2337,0.118,19861,0,17524,0,0,2337,0.118,19861,0,17524,0,0,2337,0.118,19861,0,17524,0,0,2337,0.118,19861,0,17524,0,0,2337,0.118,19861,0,17524,0,0,2337,0.118,19861,0,17524,0,0,2337,0.118
A0,八木,,営業,TC,ES,鶴見製作所様向け CAD on VDI 保守（2018年導入分）★集約リスト参照,外,製造,製造／CAD／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,801,ﾊｰﾄﾞｳｪｱ販売･保守,鶴見製作所,モノ,204257,0,168596,0,0,35661,0.175,204257,0,168596,0,0,35661,0.175,204257,0,168596,0,0,35661,0.175,204257,0,168596,0,0,35661,0.175,204257,0,168596,0,0,35661,0.175,204269,0,168596,0,,35673,0.175,122174,0,98836,0,0,23338,0.191,122174,0,98836,0,0,23338,0.191,122174,0,98836,0,0,23338,0.191,122174,0,98836,0,0,23338,0.191,122174,0,98836,0,0,23338,0.191,122174,0,98836,0,0,23338,0.191
A0,根来,,営業,PS,ES,パナソニック株式会社_SCRYU Tetra Windows移植作業,内,製造,製造／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,320,その他,ISID,ヒト,0,0,0,0,0,0,0,720000,0,0,0,789736,-69736,-0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,臼井,臼井,技術,PS,ES,パナソニックAP社技術本部_AP3級採点（2月）,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,0,0,0,0,0,0,0,90000,83428,0,0,0,6572,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,臼井,臼井,技術,PS,ES,ダイキン 様向け オンプレCitrix検証支援_4月-6月 ★集約リスト参照,内,製造,製造／ヒト／継続,5a 個別運用保守サービス,310,CAD/CAM/TC,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,200421,0,0,10280,29299,0.122,240000,108687,0,0,107520,23793,0.099,240000,0,0,0,0,240000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,根来,,営業,PS,ES,日立造船株式会社_UiPath、VBA開発支援（小松、堀）　★集約リスト参照,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,320,その他,ISID,ヒト,3600000,2753967,0,0,487970,358063,0.099,0,0,0,0,0,0,0,3600000,2219248,0,0,0,1380752,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,根来,,営業,PS,ES,日立造船株式会社_UiPath導入支援（金子）　★集約リスト参照,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,320,その他,ISID,ヒト,1900000,1589200,0,0,0,310800,0.164,0,0,0,0,0,0,0,1900000,1513783,0,0,0,386217,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,,営業,PS,ES,大阪建築技術協会_UiPathロボット改修支援,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,314,運用支援,ISID,ヒト,300000,250363,0,0,0,49637,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,,営業,PS,ES,メイテツコム様向け_Uipath導入支援,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,314,運用支援,ISID,ヒト,0,0,0,0,0,0,0,240000,153333,0,0,0,86667,0.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,,営業,PS,ES,パナソニックFAHRプロパートナーズ_UiPath導入推進支援（奥田）,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,314,運用支援,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,2392372,0,0,0,607628,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,,営業,PS,ES,パナソニックFAHRプロパートナーズ_UiPath導入推進支援_保守,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,314,運用支援,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,562078,0,0,0,137922,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,,営業,PS,ES,阪大微研_UiPath検証支援,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,314,運用支援,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320000,1045511,0,0,0,274489,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,,営業,PS,ES,アイカ工業株式会社様向け_UiPathフェーズ_保守,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,314,運用支援,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,109451,0,0,0,549,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,根来,,営業,PS,ES,イオンディライト_UiPath導入支援,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,320,その他,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000,1058790,0,0,0,191210,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,,営業,PS,ES,アイカ工業 UiPath要件定義作業_2021年3月,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,320,その他,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000,213966,,,0,6034,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,,営業,PS,ES,アイカ工業_UiPathロボット改修支援_2021年4月-5月,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,320,その他,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,2055000,1072899,0,23272,635641,323188,0.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,,営業,PS,ES,大成_UiPathサポート（3月）,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,320,その他,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,41414,0,0,0,13586,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1,八木,,営業,PS,ES,大成_UiPathサポート（5月-10月）,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,320,その他,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,330000,225000,0,0,0,105000,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,根来,,営業,PS,ES,菱友システム_UiPath教育支援,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,320,その他,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,131757,0,0,0,28243,0.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,根来,,営業,PS,ES,堀場エステック_OC環境構築、教育支援,内,CIT,製造／ヒト／継続,5a 個別運用保守サービス,320,その他,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,124486,0,0,0,25514,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
